Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
67,142887,178374,812,31,4,3.66,24,0.85,3,3,1,0,1,1,0,0
26,26509,113117,316,15,1,17.08,60,0.41,2,3,2,0,1,3,0,0
21,138165,9752,631,44,4,23.6,60,0.79,0,3,2,1,1,2,1,0
24,53487,15138,352,4,4,11.4,36,0.3,3,0,2,0,1,3,0,0
38,73838,185506,725,97,3,16.87,36,0.56,0,0,2,1,1,0,0,0
39,133734,149037,301,13,2,6.11,48,0.52,0,2,0,1,0,0,0,1
31,96179,142676,647,18,1,6.72,12,0.37,2,0,1,1,0,3,0,0
37,15585,25989,825,60,2,8.83,24,0.74,3,2,1,0,1,1,1,1
19,29594,231554,834,51,1,5.76,24,0.51,1,1,2,1,1,2,1,0
57,106046,13235,450,71,2,6.51,48,0.8,1,0,0,0,1,3,1,0
23,112765,35467,303,12,3,4.07,12,0.82,2,0,2,1,1,1,1,0
43,108458,45494,686,104,4,23.37,48,0.81,1,1,2,1,0,1,1,0
20,66238,149160,556,37,3,8.54,36,0.55,0,1,0,1,1,4,0,0
24,91393,223929,834,109,2,20.13,60,0.46,2,0,2,0,1,2,1,0
42,116552,62349,832,97,2,24.56,36,0.15,3,0,0,0,0,1,0,0
53,71832,190659,724,99,1,7.78,24,0.45,2,3,0,0,1,3,1,0
36,143322,31670,420,111,1,24.76,24,0.55,3,2,1,0,1,2,1,0
22,20216,153128,692,90,4,22.91,60,0.32,1,2,1,0,1,0,0,0
38,120542,161040,647,3,3,17.55,24,0.15,1,1,2,1,1,1,0,0
62,88813,105379,696,63,3,5.9,24,0.49,3,2,0,0,1,1,0,0
42,49347,14383,495,62,4,21.63,60,0.36,1,3,0,1,1,0,0,0
38,125564,238204,635,75,2,7.22,24,0.72,0,2,0,1,1,2,1,0
60,55686,228105,516,5,2,18.07,36,0.87,0,3,0,0,0,3,1,1
22,91884,28885,350,93,3,16.11,36,0.5,2,0,0,0,0,0,1,0
67,79408,68049,435,1,3,9.39,24,0.73,0,0,2,1,1,4,1,0
56,70418,183206,555,16,4,23.0,60,0.14,2,2,0,0,1,3,1,0
43,91499,88539,833,1,4,11.31,60,0.13,1,0,0,0,0,1,1,0
45,95547,154276,310,42,1,9.98,60,0.76,0,2,2,1,0,2,0,0
21,92605,69623,811,10,2,12.98,12,0.81,0,3,1,1,0,4,1,1
26,33674,65601,758,54,1,5.09,12,0.52,3,1,2,1,1,1,0,0
25,124190,74833,648,46,3,12.64,36,0.66,2,3,0,1,1,4,1,1
35,102651,128933,586,86,4,19.12,12,0.64,2,1,2,0,0,2,1,0
55,88807,184340,392,80,1,9.88,12,0.55,1,3,2,0,1,4,1,0
19,17918,226102,444,47,2,5.46,48,0.36,3,1,2,1,1,4,1,1
58,110802,179666,498,66,1,11.93,60,0.2,3,2,1,1,0,1,0,0
42,103198,205274,844,57,1,12.37,60,0.57,2,0,2,0,0,3,0,0
36,82575,184144,466,104,4,6.99,36,0.37,0,2,0,0,1,0,0,0
55,103566,207721,475,76,3,16.94,60,0.18,1,1,0,1,0,1,0,0
61,117803,14282,490,55,3,23.52,24,0.12,3,0,0,0,0,3,0,0
67,79101,115534,829,108,2,6.15,24,0.22,1,2,1,0,1,3,1,0
63,32734,242283,510,18,2,9.18,48,0.29,0,1,1,1,1,0,0,0
65,56553,130663,695,61,3,24.9,24,0.72,3,2,1,1,1,4,0,0
40,21189,248975,842,8,3,11.2,60,0.28,3,3,1,0,0,3,1,1
59,16863,181081,798,68,4,14.2,24,0.84,0,2,1,1,1,3,0,0
22,118720,14944,518,18,3,5.95,48,0.87,2,2,0,1,1,2,0,0
49,46809,38399,578,82,2,17.87,24,0.34,3,0,0,1,1,4,0,0
47,131116,19635,407,31,1,19.01,48,0.27,3,3,2,1,1,2,0,0
23,50666,204077,386,80,2,6.88,60,0.53,1,3,2,0,0,1,1,0
43,48423,58451,726,68,3,11.93,12,0.45,2,2,1,0,0,4,1,0
53,87003,31600,814,33,2,18.57,36,0.67,3,1,2,0,0,1,0,0
55,128156,12209,565,111,2,20.16,48,0.17,3,0,1,0,0,1,1,0
21,49975,207824,424,65,1,13.03,48,0.11,1,0,2,1,0,2,1,0
39,17652,29949,706,64,4,15.57,36,0.57,2,1,1,0,0,4,1,0
58,18862,169439,464,63,4,18.32,24,0.47,1,2,1,0,1,3,0,0
53,125528,246549,550,101,2,19.5,36,0.37,2,2,0,1,0,4,1,1
23,119505,48547,783,69,4,22.89,12,0.56,3,2,1,1,1,0,1,0
62,46643,166079,754,98,2,2.27,36,0.86,1,0,0,1,1,3,1,0
19,80293,130676,699,12,1,7.7,48,0.89,1,3,1,0,0,1,1,0
68,128680,31286,781,69,3,6.06,12,0.26,3,1,2,1,1,4,1,0
19,118191,21235,633,88,4,3.62,36,0.46,2,0,2,1,1,4,0,0
42,42902,112421,578,73,1,23.21,24,0.39,2,1,2,0,1,2,0,0
23,72435,58061,396,47,3,11.05,24,0.31,2,1,1,0,1,2,1,0
47,31913,72940,580,19,3,24.29,12,0.25,1,0,0,1,1,2,0,1
37,63600,216534,720,43,3,19.29,12,0.43,1,0,1,0,0,2,0,0
66,51183,231350,428,42,3,9.93,48,0.31,3,1,1,1,1,0,0,0
49,51259,144182,636,6,2,18.2,12,0.36,2,2,0,1,1,4,1,0
56,84626,134245,721,115,4,3.25,24,0.26,0,0,2,0,1,0,1,0
39,89169,151444,670,68,3,22.57,36,0.61,3,3,1,0,0,3,0,0
37,51108,64667,368,94,4,2.42,60,0.34,3,2,1,1,0,2,1,0
23,80487,138588,424,43,3,13.06,48,0.23,3,0,1,0,1,3,0,0
18,39810,140733,433,64,4,20.29,48,0.15,2,1,1,1,0,2,0,0
48,25448,127259,777,15,2,22.85,48,0.57,1,3,0,1,0,1,0,0
34,126067,82585,352,105,1,16.01,60,0.64,0,1,1,0,0,0,1,0
18,76158,103305,826,109,4,18.0,48,0.42,1,0,0,0,0,2,0,0
61,50318,83935,342,14,3,21.63,36,0.85,0,0,0,1,0,3,1,0
60,83951,31235,305,67,4,3.54,36,0.28,1,3,1,0,0,0,1,0
25,28015,152485,450,51,3,19.72,12,0.38,0,1,1,0,0,2,0,0
57,59767,117927,633,21,3,8.06,36,0.3,2,1,2,0,0,2,1,0
30,36212,22652,753,70,3,22.25,48,0.31,2,0,0,0,1,3,1,1
59,85912,248837,833,12,2,24.89,60,0.41,1,0,2,0,1,1,0,1
66,60325,45455,367,0,3,16.75,36,0.58,0,1,0,1,1,1,1,0
40,112521,133760,428,85,2,10.38,12,0.86,1,2,1,1,1,2,1,0
42,54942,181348,344,101,4,11.1,36,0.12,1,0,1,1,1,0,0,0
41,21526,214389,688,34,3,22.92,48,0.17,1,2,1,0,0,0,1,0
69,18790,143315,805,95,1,3.0,60,0.77,2,3,1,1,1,0,1,0
69,74879,78449,755,1,3,13.75,60,0.79,2,1,2,0,0,4,1,0
55,142934,24444,527,21,1,5.19,48,0.56,0,2,1,1,0,3,0,0
56,45096,106425,325,69,4,21.96,36,0.28,0,0,2,1,1,2,1,0
37,141753,31233,387,78,1,3.15,12,0.56,1,3,0,1,0,2,1,0
18,137079,77738,535,4,3,13.17,24,0.26,2,1,0,0,0,4,1,1
58,24010,60380,728,97,1,22.94,24,0.8,0,3,1,0,1,1,0,0
54,88673,208668,560,31,2,5.65,48,0.6,1,0,2,1,1,0,0,0
59,113834,83852,784,21,1,14.6,24,0.56,2,3,1,0,1,4,0,0
47,110338,125457,692,104,3,14.63,48,0.52,1,3,1,1,1,4,1,0
53,42868,99797,743,67,4,2.29,48,0.14,2,0,2,0,0,3,0,0
60,120836,65900,551,8,1,19.19,60,0.11,3,1,2,0,0,1,1,0
20,141112,139564,507,51,3,6.34,36,0.13,2,3,1,1,1,2,0,0
62,66003,178140,358,22,1,22.7,24,0.21,0,1,2,1,0,1,0,0
33,129414,55598,407,37,1,14.73,12,0.48,3,3,0,0,0,3,1,0
21,79505,171852,335,32,4,11.89,36,0.26,3,2,2,1,1,2,1,0
21,80137,240935,535,81,4,23.48,36,0.46,0,2,0,0,0,4,0,1
38,34856,85971,335,99,2,9.26,60,0.84,1,2,1,0,0,4,0,0
51,65651,227268,620,32,3,22.53,48,0.74,2,0,0,1,0,4,0,0
68,100877,235924,554,114,4,4.13,24,0.86,2,0,1,0,0,2,0,0
44,124013,165592,409,57,3,24.38,24,0.11,3,3,1,0,0,1,1,0
18,93785,53982,815,20,2,8.88,24,0.74,3,0,0,1,0,3,0,0
58,50566,219605,556,7,3,4.32,60,0.13,0,2,2,1,0,3,1,0
64,134929,107292,572,34,2,7.69,24,0.16,3,2,0,0,0,4,0,0
32,39727,117831,311,29,2,23.07,48,0.33,3,1,0,0,1,0,1,1
31,61305,235453,620,30,3,17.11,60,0.37,3,0,2,1,0,0,1,0
37,55164,28574,796,56,2,21.87,36,0.83,3,0,2,1,1,0,1,0
64,104429,213395,380,38,3,9.44,12,0.62,3,0,1,0,1,2,0,0
18,121725,197633,327,4,2,16.68,60,0.9,3,2,1,1,1,2,0,0
60,52950,181002,344,84,3,24.11,36,0.45,0,1,1,1,1,1,1,0
54,67512,138789,442,56,1,23.3,36,0.58,1,1,1,0,0,2,0,0
53,62323,159775,687,7,1,24.97,36,0.59,0,1,0,0,1,3,1,1
58,23170,69904,551,111,1,5.26,36,0.66,3,0,1,1,1,2,0,0
33,114999,236787,454,71,3,13.85,36,0.86,0,1,2,0,1,4,0,0
20,107613,155606,625,44,4,5.76,60,0.2,3,0,0,1,1,0,0,0
68,123225,209579,757,48,2,10.43,60,0.25,3,1,0,0,0,1,1,0
26,84139,135822,550,16,4,2.23,36,0.7,0,2,0,0,0,1,1,0
42,38531,106682,551,56,3,17.8,48,0.84,3,0,2,0,0,3,0,0
68,55563,162945,608,94,1,19.49,36,0.68,0,1,0,0,0,1,1,0
54,140371,141436,707,102,3,15.54,24,0.35,0,0,1,0,1,0,1,0
69,83389,143320,548,33,2,10.56,24,0.77,3,0,0,0,0,2,0,0
47,100171,88730,310,71,1,8.02,48,0.26,0,2,2,1,0,4,0,0
45,77691,103670,645,119,1,23.62,60,0.2,0,1,0,1,1,4,1,1
52,64399,228330,468,103,2,10.92,12,0.57,0,2,2,0,1,0,1,0
28,147598,200399,466,26,3,15.14,48,0.5,2,0,2,0,1,3,0,0
31,44544,121222,619,26,3,7.37,60,0.21,3,2,1,1,0,4,0,0
43,64934,120546,708,41,2,2.24,48,0.84,2,1,1,0,0,4,0,0
33,83520,45552,543,38,3,13.12,60,0.3,3,1,2,0,1,1,1,1
62,80074,128899,835,27,1,16.04,60,0.39,2,2,2,1,0,3,0,1
44,145935,87885,601,102,3,8.04,12,0.55,1,2,1,1,1,1,0,0
61,26051,196898,367,66,3,23.65,60,0.89,0,2,0,0,1,3,0,0
68,125816,110100,827,87,2,9.22,60,0.19,0,3,0,0,1,0,0,0
65,136689,126449,652,35,3,19.53,48,0.57,0,3,0,0,0,3,1,0
27,90022,245893,341,13,3,17.75,24,0.28,1,1,2,0,0,1,0,0
37,141371,7005,661,110,4,21.02,60,0.4,1,0,0,0,1,2,1,0
40,41778,139907,398,67,2,2.97,60,0.4,3,2,0,1,1,4,1,0
24,100253,243471,725,112,4,16.29,24,0.35,0,1,0,0,0,0,0,0
47,137399,106179,792,99,1,7.22,48,0.48,2,1,0,1,1,1,0,0
51,47131,212217,762,26,2,9.61,60,0.75,3,1,0,1,0,3,0,0
53,138813,180284,733,70,4,15.91,36,0.46,2,0,2,1,0,4,1,0
21,101361,10903,830,60,2,23.32,12,0.54,3,0,2,1,1,3,1,0
32,129800,199513,399,54,3,6.46,12,0.35,2,2,1,1,1,4,1,0
28,70060,96628,692,43,1,19.4,60,0.32,2,1,1,1,0,1,1,0
26,85695,60015,487,80,4,19.95,36,0.73,3,1,1,0,1,3,0,0
18,92289,40163,342,105,1,22.82,48,0.62,1,3,0,0,1,3,1,1
41,76464,55331,303,81,1,23.85,12,0.69,2,2,2,0,1,3,1,0
21,115113,49643,443,53,2,4.13,24,0.53,3,0,1,1,1,3,1,0
69,141959,103086,767,93,1,14.57,48,0.33,1,2,0,1,0,1,0,0
50,42440,46039,772,16,4,13.77,24,0.24,1,0,2,0,1,2,1,0
61,132867,158831,623,16,4,24.49,36,0.7,1,0,2,0,0,3,0,1
68,119082,108825,601,5,1,13.2,48,0.72,2,1,2,0,1,1,0,0
50,60307,131157,399,86,2,7.58,24,0.75,2,3,0,0,1,1,1,0
65,21544,238958,815,48,2,9.49,12,0.83,0,2,0,1,1,0,1,0
19,88454,22149,324,21,2,18.92,12,0.37,0,1,2,0,1,0,0,1
60,139566,249477,514,9,4,12.14,12,0.52,3,2,1,0,1,0,0,0
20,121347,144355,740,3,4,16.86,36,0.74,3,1,0,0,0,2,1,1
20,36822,158458,354,86,2,19.66,48,0.73,3,1,0,0,1,0,1,0
63,82836,35459,627,114,1,13.78,36,0.43,3,0,2,0,0,2,0,0
54,107465,92057,738,57,3,20.38,48,0.84,0,1,0,0,0,3,0,0
68,133334,86362,373,27,1,24.91,12,0.36,1,0,1,0,1,0,0,0
35,109419,171052,714,37,2,11.17,12,0.15,2,1,2,0,0,2,1,0
31,148335,115780,475,17,1,4.95,24,0.31,1,1,0,0,0,3,1,0
43,64066,242455,600,30,1,19.3,36,0.57,1,2,0,1,1,2,1,0
59,85375,53700,450,80,4,9.31,12,0.39,3,0,0,0,1,2,0,0
33,130894,126669,655,79,2,13.84,60,0.3,0,0,2,0,0,1,0,1
66,93841,113171,771,70,3,15.84,48,0.22,1,2,0,0,0,4,1,0
32,53122,86227,387,96,1,21.15,60,0.24,2,1,1,0,0,4,1,0
29,62649,156271,323,66,4,2.91,36,0.22,2,2,1,0,1,3,0,0
28,41829,189920,467,72,2,7.54,24,0.45,2,3,1,0,1,2,1,0
60,80765,225491,362,90,1,6.95,60,0.38,2,2,0,0,1,0,0,0
58,86366,21016,456,49,4,4.98,48,0.38,3,3,1,0,1,0,0,0
69,125576,86776,609,56,2,12.64,48,0.86,0,3,2,0,1,4,0,0
55,25772,143499,379,42,4,20.32,24,0.59,1,3,2,1,1,1,1,0
69,127141,123900,780,30,3,24.01,36,0.83,3,1,2,0,1,0,0,0
25,121213,184058,712,14,2,6.26,24,0.41,3,0,2,1,1,1,1,0
50,108740,146730,593,115,4,15.22,60,0.76,0,0,1,0,1,3,0,0
33,58386,69864,485,74,4,20.29,24,0.23,0,3,1,0,1,2,0,0
24,45775,194774,406,34,1,23.67,36,0.85,2,2,1,0,0,2,0,0
67,37376,17505,515,60,4,22.9,60,0.49,1,3,2,0,1,1,0,0
19,122642,233327,517,63,3,2.51,60,0.13,3,2,2,1,1,4,1,0
24,18909,102029,820,96,1,10.78,12,0.67,1,1,1,1,0,2,0,0
47,116165,7517,768,56,4,10.22,48,0.85,0,2,1,0,0,4,0,0
24,136597,210418,764,14,1,8.38,12,0.75,3,3,1,1,0,1,1,0
41,29304,51405,537,94,4,2.75,36,0.22,3,3,1,0,0,2,1,0
58,122011,73401,466,41,3,20.71,48,0.72,3,3,1,1,0,1,0,0
66,108229,37817,473,71,2,9.49,12,0.18,1,1,1,0,0,4,1,0
65,26183,130768,648,41,2,17.58,60,0.15,3,1,2,1,0,2,1,0
34,65237,128380,511,38,4,17.12,36,0.87,1,1,1,0,0,2,0,0
31,44809,110714,520,118,1,8.25,24,0.48,3,2,1,0,1,3,0,1
18,145645,158526,662,27,3,7.29,60,0.21,3,3,2,1,0,3,1,0
38,142014,93249,550,65,4,21.72,24,0.38,1,3,0,1,0,3,1,0
44,71601,149498,566,109,1,7.29,60,0.74,0,3,0,1,0,4,1,0
33,39105,244705,753,69,2,18.51,48,0.59,2,2,1,0,1,4,1,0
49,45091,145454,803,57,1,14.46,36,0.84,0,1,0,1,0,2,1,0
40,102452,99685,516,39,2,16.27,24,0.34,2,1,2,1,1,3,1,0
59,46949,82814,503,61,2,6.81,36,0.54,0,0,1,0,0,3,0,0
51,53927,194622,509,78,2,22.07,36,0.43,2,2,2,0,1,0,1,0
54,126718,62658,657,6,1,24.42,24,0.18,0,0,0,1,1,4,1,0
31,72030,214894,569,13,2,21.35,60,0.16,3,3,2,0,1,2,0,0
68,105580,122784,424,47,1,13.96,24,0.26,0,1,0,0,0,1,0,0
62,43694,209091,757,49,3,12.7,12,0.41,1,0,1,1,1,1,1,0
60,112740,226846,591,86,4,11.74,12,0.17,3,3,2,1,0,4,1,0
30,93454,16579,802,32,1,3.37,48,0.87,1,1,1,1,0,2,0,0
27,93250,158708,713,90,2,2.75,60,0.2,0,2,1,0,0,1,1,0
26,90580,154855,332,71,1,9.91,60,0.5,2,0,0,0,0,1,0,0
58,115899,189190,742,26,2,12.12,24,0.68,1,2,0,0,1,3,0,0
23,136035,94592,797,28,1,3.86,60,0.16,1,0,0,0,0,0,0,0
45,92530,226301,848,38,2,5.35,60,0.57,2,0,2,0,0,0,0,0
41,132592,227465,397,84,4,5.07,12,0.66,1,2,1,1,0,3,1,0
21,128521,53074,706,104,3,23.05,60,0.26,0,0,0,0,0,4,1,1
24,99718,211375,789,110,2,12.71,60,0.69,3,0,0,1,1,1,1,0
54,76549,12610,489,46,2,22.83,12,0.18,1,2,1,0,0,3,0,0
50,120509,63631,505,39,1,8.56,12,0.74,3,3,2,1,1,0,1,0
68,104331,164716,397,104,2,23.25,48,0.6,2,1,2,0,0,2,1,0
25,64595,177568,538,8,4,13.54,36,0.78,2,1,1,1,0,0,0,0
28,25505,148694,319,40,4,22.14,36,0.23,0,3,1,0,1,3,0,0
63,22240,210475,662,12,3,17.0,12,0.47,2,0,2,1,0,4,1,1
24,59981,146109,328,106,3,14.77,12,0.1,0,0,2,0,0,4,0,1
58,106342,243008,457,107,2,5.38,60,0.7,0,0,0,0,1,2,0,0
52,128455,206465,651,96,2,16.01,24,0.73,2,1,2,0,1,4,0,0
23,82599,94434,536,102,3,9.2,24,0.18,1,0,2,0,0,0,1,0
56,109663,107028,498,9,3,18.48,12,0.45,1,2,1,1,1,0,0,0
51,74742,148555,384,112,1,22.08,12,0.57,0,2,0,0,1,4,1,0
44,47579,22119,400,47,3,9.14,60,0.44,1,0,1,1,1,2,0,0
62,141324,247123,716,86,4,9.11,12,0.11,1,1,0,1,1,4,0,0
48,118375,142544,376,43,1,4.3,60,0.31,0,0,1,1,0,4,1,0
22,131840,151046,785,93,3,15.25,12,0.86,2,0,1,1,1,3,0,0
51,73589,105423,592,96,1,20.0,24,0.33,2,0,1,1,0,0,1,0
60,47590,107673,510,98,4,16.4,60,0.14,0,3,1,0,1,0,1,0
19,128227,179132,620,6,1,20.3,12,0.86,0,3,1,1,1,2,1,0
43,31195,201862,593,80,2,18.0,48,0.17,3,0,0,1,0,4,0,1
58,142963,39716,497,73,1,18.4,24,0.49,2,2,2,0,0,1,0,0
22,56155,103486,574,110,3,4.48,60,0.82,0,1,0,1,1,2,0,0
23,92689,237221,671,87,4,8.1,24,0.6,1,3,1,1,0,1,0,0
25,22730,74146,747,72,3,6.19,48,0.36,3,1,1,1,1,0,0,0
27,68760,178584,755,89,2,22.81,60,0.36,0,3,1,1,0,4,0,0
69,41236,222950,683,111,3,2.94,60,0.25,1,1,2,1,1,0,0,0
55,57831,61179,563,22,2,16.33,60,0.88,2,2,2,0,1,1,1,0
66,71480,248636,646,95,2,16.68,48,0.59,1,3,0,1,1,2,0,0
56,55979,149117,379,17,2,4.94,48,0.36,1,0,0,1,0,4,1,0
31,141838,158395,521,107,4,13.29,60,0.44,0,0,1,0,0,3,1,0
61,105264,93911,514,93,3,10.78,60,0.5,0,3,1,1,1,1,0,0
58,69467,234068,592,74,3,10.95,48,0.48,3,3,1,0,0,2,1,0
52,54242,191950,404,28,3,23.9,12,0.48,1,1,0,0,1,1,0,1
32,149101,194649,436,100,2,17.64,48,0.62,0,1,1,0,1,0,1,0
29,42889,21198,491,28,4,2.9,12,0.34,3,1,1,0,0,4,0,0
27,23918,220132,682,23,3,16.8,60,0.53,1,3,1,1,1,2,0,0
54,27516,53586,527,38,4,11.06,12,0.71,3,1,2,1,1,0,1,0
34,16944,166324,422,19,2,5.87,12,0.72,3,1,1,1,1,3,1,0
39,112260,72315,737,58,3,2.9,24,0.87,1,0,2,1,1,1,0,0
33,118944,248010,459,28,4,24.5,60,0.58,0,3,2,0,0,4,0,1
50,107810,63603,311,100,3,13.48,48,0.75,1,3,2,1,1,1,1,0
49,80146,130161,541,82,3,11.45,60,0.74,0,0,2,0,0,0,1,0
59,53249,236978,497,70,1,23.86,48,0.79,3,0,1,0,0,0,0,0
30,93331,197457,808,66,2,15.19,36,0.26,1,3,1,0,1,3,0,0
29,68637,106301,794,64,2,18.59,60,0.36,3,1,2,1,0,4,1,0
60,21815,123452,534,79,2,23.37,60,0.39,0,2,0,1,1,3,0,0
66,76625,243741,801,8,4,13.81,24,0.55,3,3,2,1,1,0,1,0
55,107748,143973,752,42,3,13.68,12,0.19,1,0,0,1,0,4,0,0
18,31192,192090,307,40,2,18.81,48,0.25,2,2,0,1,0,1,0,0
49,80046,52608,683,73,2,21.92,36,0.19,0,0,1,1,1,0,0,0
41,88310,16255,686,84,1,11.4,36,0.39,0,3,2,1,0,1,1,0
67,93485,98251,328,40,3,4.3,36,0.3,3,2,0,1,1,0,1,0
38,53500,155815,436,95,3,2.18,24,0.78,3,3,2,1,0,1,1,0
45,139147,98588,821,59,2,12.34,48,0.72,3,3,1,0,1,1,0,0
58,72295,225244,738,119,2,23.42,24,0.14,1,1,1,0,0,0,1,0
29,37109,234452,322,91,2,13.61,60,0.11,2,2,0,0,0,0,1,0
18,32941,126996,747,28,2,5.27,24,0.89,2,1,0,1,1,0,1,0
58,98903,248697,672,104,1,16.3,36,0.17,3,2,0,0,1,4,0,0
69,40100,32829,731,36,3,7.42,48,0.11,1,2,0,1,0,2,0,0
24,69022,21203,771,4,3,10.76,48,0.18,0,0,2,1,0,1,0,0
34,71740,117492,556,105,3,11.98,36,0.2,0,2,1,0,0,0,1,0
55,45629,57985,729,62,4,20.96,60,0.28,3,2,2,1,1,0,0,0
62,76901,119052,555,27,1,19.38,12,0.23,1,3,1,0,0,2,1,0
40,145766,213215,392,18,3,8.16,12,0.4,3,2,2,1,0,2,0,0
41,103628,201666,443,2,3,12.63,36,0.55,3,1,2,0,0,0,1,0
35,109748,196393,520,3,1,17.63,12,0.87,3,1,2,1,1,2,0,1
63,142518,185856,627,94,4,10.55,48,0.51,1,2,1,1,1,1,0,0
32,79676,161855,555,20,4,10.41,12,0.66,0,0,2,1,0,4,1,0
56,116610,127450,418,65,1,9.95,12,0.77,3,0,0,1,0,4,1,0
62,23280,155608,399,100,2,23.92,36,0.31,1,2,1,0,1,1,1,0
66,146535,152830,620,61,2,21.12,48,0.77,0,2,0,0,0,2,0,0
67,57579,34903,807,11,2,16.89,60,0.71,1,2,1,0,1,2,1,0
56,142404,9468,563,84,1,8.31,60,0.86,0,1,1,0,1,2,1,0
57,141147,136703,539,20,3,21.81,48,0.88,1,3,2,0,1,4,0,0
40,137937,169513,542,25,2,14.38,12,0.57,1,1,0,0,1,4,0,1
28,129533,235641,336,23,2,6.48,12,0.81,3,2,2,0,0,1,0,0
67,38183,38329,630,36,2,12.79,24,0.16,2,3,2,0,1,3,0,0
63,43706,107565,746,26,1,24.14,36,0.42,2,1,1,0,1,1,0,0
69,54804,136124,673,0,3,2.71,24,0.53,1,2,2,0,1,3,0,0
53,71900,237971,810,23,2,2.27,24,0.79,2,3,1,0,1,0,1,0
35,123057,115090,681,6,4,7.67,12,0.41,2,1,0,0,0,4,0,0
51,77132,162040,564,20,4,3.86,24,0.82,1,2,2,0,1,1,0,0
25,37754,184097,476,106,4,9.08,12,0.51,2,3,2,1,1,0,0,0
61,126131,15640,562,22,3,14.87,48,0.57,1,2,2,1,1,1,0,0
24,35980,118534,802,41,1,18.86,12,0.33,0,3,2,1,1,3,1,0
25,101124,146501,601,15,4,5.75,12,0.89,2,2,1,0,1,3,1,0
34,84833,71496,687,81,3,20.06,48,0.82,2,0,2,0,1,0,1,0
37,71813,86254,709,11,2,14.0,12,0.25,0,2,1,1,0,0,0,0
55,143982,50733,816,26,4,19.0,24,0.87,2,2,0,1,0,2,1,0
35,36510,104421,371,74,4,3.41,36,0.62,1,2,1,1,1,0,1,0
36,109150,30560,333,113,4,13.65,48,0.56,0,2,0,1,0,0,1,0
56,27799,132895,578,109,4,3.69,24,0.49,0,0,2,1,1,2,0,0
58,141844,75525,753,110,4,7.2,60,0.85,2,0,1,1,1,2,0,0
51,64888,131605,584,102,4,23.48,48,0.88,1,0,2,0,0,2,1,0
61,100820,49012,840,73,1,20.86,48,0.29,1,3,0,0,0,4,0,0
45,43560,175437,569,89,3,15.48,48,0.32,2,0,0,1,0,0,0,0
26,32301,95946,302,45,4,23.28,24,0.16,1,2,0,1,1,2,1,1
68,23261,90630,476,32,3,14.29,36,0.88,2,1,2,1,1,1,0,0
31,16158,103729,644,97,3,15.12,60,0.86,0,2,0,1,1,4,0,0
30,106399,67469,569,14,1,16.59,48,0.11,2,2,1,1,0,4,0,0
20,38054,24686,302,45,4,10.89,24,0.27,2,2,1,1,1,1,0,0
24,87580,142134,525,119,3,19.86,24,0.85,3,0,1,0,1,4,1,0
38,146021,221983,716,79,3,19.88,36,0.13,0,0,2,0,0,4,1,0
43,82017,224829,626,6,2,18.84,48,0.81,3,3,2,1,1,4,1,0
54,147224,137618,358,92,4,4.54,48,0.49,0,1,2,0,0,1,0,0
47,117353,29886,624,9,4,15.9,60,0.72,3,1,1,0,0,0,0,0
64,136647,121269,703,90,1,24.89,12,0.15,0,0,1,1,0,3,0,0
49,126828,10986,319,53,2,3.6,12,0.62,1,1,1,1,0,2,1,0
67,43705,105621,576,105,2,22.84,12,0.86,2,3,2,1,0,2,1,0
25,29631,49925,847,33,2,3.25,60,0.48,3,2,1,1,1,1,0,0
43,25311,175189,501,93,4,9.82,48,0.53,3,1,0,0,0,3,1,0
24,50508,173689,727,62,4,17.4,60,0.87,1,0,1,0,0,1,0,0
34,147445,150795,841,40,3,12.3,12,0.78,3,1,1,0,0,2,0,1
37,55846,231985,635,35,4,14.08,36,0.27,0,0,0,1,1,1,1,0
55,90214,167465,340,95,1,16.38,12,0.59,2,0,1,1,1,3,1,0
25,98967,103812,406,66,3,23.99,60,0.61,1,3,0,1,0,3,0,1
24,62875,246645,324,43,2,5.13,60,0.42,3,1,1,1,1,2,0,0
29,105724,102401,402,65,4,11.01,48,0.63,2,2,1,0,0,4,0,1
25,78302,160075,828,66,4,3.38,12,0.89,1,3,2,1,1,0,0,1
21,29512,217632,795,46,3,15.86,36,0.31,0,1,1,0,1,2,1,0
31,103004,193233,388,103,4,24.35,12,0.38,2,2,2,1,0,3,1,0
64,56290,161488,496,6,4,21.23,60,0.29,1,2,1,0,0,0,1,0
57,119196,235172,456,68,4,22.41,48,0.31,1,2,2,1,1,2,0,0
52,89467,136494,621,10,2,5.2,60,0.13,3,1,1,1,1,2,0,0
22,126567,165823,769,117,2,8.75,48,0.65,3,0,0,0,1,3,0,0
18,58574,10368,442,69,2,8.18,12,0.59,0,1,1,1,0,4,1,0
19,49310,161479,626,11,3,17.27,12,0.56,2,0,1,0,0,2,0,0
24,48281,183148,792,107,1,19.89,36,0.88,0,0,0,0,1,2,0,0
34,123067,68429,625,99,1,23.18,36,0.42,0,1,1,0,1,0,1,0
36,71872,165364,795,97,3,17.94,12,0.15,0,2,0,1,1,3,0,0
58,82514,64858,650,98,1,17.54,48,0.74,2,3,2,0,1,2,1,0
37,132604,64783,783,83,3,3.99,48,0.11,0,1,0,1,1,1,0,0
